Siderastrea846961	K18663
Siderastrea304032	K00315
Siderastrea747904	K02995
Siderastrea268003	K08770
Siderastrea438185	K25092
Siderastrea775063	K03010
Siderastrea439839	K04135
Siderastrea454561	K01315
Siderastrea444477	K04688
Siderastrea452137	K15259
Siderastrea857181	K02883
Siderastrea345282	K17592
Siderastrea446085	K06096
Siderastrea762119	K14537
Siderastrea333408	K14072
Siderastrea754041	K24193
Siderastrea834233	K08958
Siderastrea418285	K09554
Siderastrea387880	K02183
Siderastrea372521	K11150
Siderastrea404024	K05692
Siderastrea445102	K17635
Siderastrea659497	K25709
Siderastrea363863	K03927
Siderastrea442104	K24675
Siderastrea445759	K08132
Siderastrea451995	K18529
Siderastrea452239	K16302
Siderastrea414501	K01832
Siderastrea852605	K11855
Siderastrea365628	K23489
Siderastrea398683	K01135
Siderastrea113581	K24420
Siderastrea419267	K00572
Siderastrea446661	K02519
Siderastrea541037	K02958
Siderastrea546195	K23902
Siderastrea453659	K25607
Siderastrea435899	K03141
Siderastrea65144	K10358
Siderastrea279619	K25700
Siderastrea444023	K12478
Siderastrea425550	K06774
Siderastrea438571	K00486
Siderastrea451036	K14398
Siderastrea450229	K22804
Siderastrea254662	K17267
Siderastrea454932	K08957
Siderastrea311475	K02927
Siderastrea429506	K18932
Siderastrea399921	K24469
Siderastrea98737	K17286
Siderastrea209065	K10062
Siderastrea302202	K12323
Siderastrea57236	K05665
Siderastrea418684	K08513
Siderastrea453349	K18732
Siderastrea285658	K17592
Siderastrea455989	K07497
Siderastrea428701	K25421
Siderastrea453050	K09103
Siderastrea442011	K16581
Siderastrea414004	K20347
Siderastrea65735	K10407
Siderastrea428412	K23717
Siderastrea449434	K25449
Siderastrea612766	K04368
Siderastrea379710	K11840
Siderastrea316216	K06819
Siderastrea421668	K18274
Siderastrea444220	K05888
Siderastrea750766	K04649
Siderastrea447534	K12351
Siderastrea437828	K10048
Siderastrea431724	K05717
Siderastrea396546	K11315
Siderastrea234128	K25537
Siderastrea401852	K15837
Siderastrea130671	K24437
Siderastrea757237	K13884
Siderastrea637166	K01915
Siderastrea444699	K14410
Siderastrea440225	K09656
Siderastrea445149	K17341
Siderastrea202730	K02997
Siderastrea609678	K09582
Siderastrea405426	K15363
Siderastrea449665	K11421
Siderastrea317348	K01469
Siderastrea441212	K19867
Siderastrea448548	K24610
Siderastrea444146	K16455
Siderastrea522473	K25554
Siderastrea445276	K20720
Siderastrea408907	K06560
Siderastrea437783	K12385
Siderastrea442215	K04539
Siderastrea423628	K00485
Siderastrea394633	K25058
Siderastrea362679	K07756
Siderastrea202978	K05466
Siderastrea427262	K08375
Siderastrea437864	K15290
Siderastrea420328	K22888
Siderastrea278655	K02937
Siderastrea443804	K21031
Siderastrea389403	K07937
Siderastrea13299	K17497
Siderastrea417453	K06272
Siderastrea444363	K19932
Siderastrea451343	K09491
Siderastrea406677	K07374
Siderastrea443585	K19400
Siderastrea176780	K24936
Siderastrea84183	K17080
Siderastrea452807	K03030
Siderastrea442775	K00804
Siderastrea451737	K20051
Siderastrea439365	K02599
Siderastrea451048	K04150
Siderastrea402323	K10704
Siderastrea451306	K13675
Siderastrea840297	K10666
Siderastrea425288	K02187
Siderastrea413195	K21889
Siderastrea70239	K00820
Siderastrea445265	K15118
Siderastrea324915	K11453
Siderastrea488253	K10630
Siderastrea843520	K05665
Siderastrea719026	K07542
Siderastrea832679	K22754
Siderastrea446063	K03173
Siderastrea296853	K14386
Siderastrea467755	K10464
Siderastrea288352	K04373
Siderastrea422678	K01081
Siderastrea447346	K13345
Siderastrea178161	K02949
Siderastrea428874	K25809
Siderastrea302251	K05665
Siderastrea691550	K02918
Siderastrea415744	K10360
Siderastrea557374	K07874
Siderastrea297612	K00742
Siderastrea453510	K00106
Siderastrea450561	K14616
Siderastrea437065	K11206
Siderastrea366439	K20703
Siderastrea227199	K10478
Siderastrea386353	K07936
Siderastrea371260	K10478
Siderastrea439982	K06236
Siderastrea435326	K10901
Siderastrea440456	K08635
Siderastrea419682	K08637
Siderastrea844799	K09494
Siderastrea426128	K17495
Siderastrea313961	K18655
Siderastrea77646	K12393
Siderastrea311478	K14803
Siderastrea453188	K14293
Siderastrea376074	K17592
Siderastrea428662	K17600
Siderastrea456393	K08874
Siderastrea417487	K12035
Siderastrea717835	K12812
Siderastrea445910	K11643
Siderastrea447117	K16753
Siderastrea419379	K09228
Siderastrea454261	K15108
Siderastrea450814	K12169
Siderastrea415840	K17300
Siderastrea447793	K20051
Siderastrea456266	K01201
Siderastrea422821	K23166
Siderastrea392512	K10413
Siderastrea430759	K12589
Siderastrea434577	K07834
Siderastrea416661	K14717
Siderastrea190426	K20864
Siderastrea368843	K04600
Siderastrea374398	K05695
Siderastrea411054	K13803
Siderastrea446610	K20123
Siderastrea443781	K05940
Siderastrea407286	K03174
Siderastrea433786	K17691
Siderastrea391922	K14735
Siderastrea845571	K05760
Siderastrea449553	K17424
Siderastrea70707	K12179
Siderastrea419432	K24419
Siderastrea435727	K17834
Siderastrea611595	K09405
Siderastrea280785	K05665
Siderastrea445386	K24964
Siderastrea437001	K13988
Siderastrea438758	K01099
Siderastrea328786	K07410
Siderastrea436724	K23908
Siderastrea643646	K10413
Siderastrea455292	K24936
Siderastrea438104	K01080
Siderastrea327521	K01415
Siderastrea428542	K02366
Siderastrea743235	K07889
Siderastrea449815	K11858
Siderastrea413787	K05111
Siderastrea21013	K01530
Siderastrea466610	K01868
Siderastrea450091	K10615
Siderastrea449460	K00486
Siderastrea449394	K07376
Siderastrea140634	K03283
Siderastrea254248	K12619
Siderastrea256848	K10408
Siderastrea619901	K17253
Siderastrea586095	K12818
Siderastrea448331	K06238
Siderastrea378446	K04348
Siderastrea345877	K15410
Siderastrea311809	K05546
Siderastrea449541	K04285
Siderastrea535342	K15176
Siderastrea121026	K03016
Siderastrea85463	K17920
Siderastrea530592	K08957
Siderastrea410910	K03257
Siderastrea437667	K01672
Siderastrea291661	K05762
Siderastrea399628	K24436
Siderastrea442722	K04615
Siderastrea375769	K02580
Siderastrea453099	K14388
Siderastrea443283	K04459
Siderastrea435509	K02920
Siderastrea427892	K00408
Siderastrea424610	K07565
Siderastrea447478	K17341
Siderastrea454046	K23222
Siderastrea732489	K08958
Siderastrea450076	K03691
Siderastrea427210	K24826
Siderastrea449176	K24125
Siderastrea404588	K02727
Siderastrea442002	K22282
Siderastrea202973	K01530
Siderastrea7256	K04646
Siderastrea300403	K11182
Siderastrea190632	K15839
Siderastrea463740	K01469
Siderastrea349348	K22754
Siderastrea434373	K12191
Siderastrea432594	K15109
Siderastrea413505	K16499
Siderastrea439233	K24229
Siderastrea417529	K01113
Siderastrea442529	K02183
Siderastrea445419	K01322
Siderastrea853220	K03953
Siderastrea376468	K24835
Siderastrea451262	K14325
Siderastrea280139	K10454
Siderastrea439058	K14676
Siderastrea246063	K08790
Siderastrea405128	K06825
Siderastrea434677	K04814
Siderastrea421613	K06777
Siderastrea452379	K12183
Siderastrea441120	K00031
Siderastrea412271	K09564
Siderastrea534574	K03234
Siderastrea340792	K10408
Siderastrea226804	K01135
Siderastrea358855	K13748
Siderastrea250819	K08790
Siderastrea446122	K16811
Siderastrea282536	K17592
Siderastrea6786	K01301
Siderastrea302541	K14072
Siderastrea224589	K18629
Siderastrea298518	K02915
Siderastrea446395	K23332
Siderastrea392873	K04828
Siderastrea451861	K06753
Siderastrea429302	K04985
Siderastrea883198	K22544
Siderastrea393902	K05125
Siderastrea440306	K04609
Siderastrea431716	K11413
Siderastrea382272	K08076
Siderastrea437976	K04392
Siderastrea454063	K01262
Siderastrea436683	K05220
Siderastrea440669	K21956
Siderastrea439310	K05193
Siderastrea444447	K07297
Siderastrea199595	K04043
Siderastrea351750	K02541
Siderastrea187984	K05312
Siderastrea696325	K07374
Siderastrea300090	K07937
Siderastrea449727	K15047
Siderastrea455413	K24429
Siderastrea175326	K08076
Siderastrea436648	K03899
Siderastrea85673	K03842
Siderastrea20435	K09228
Siderastrea410173	K01539
Siderastrea251206	K11254
Siderastrea434904	K23899
Siderastrea221320	K22656
Siderastrea182362	K01014
Siderastrea443057	K02930
Siderastrea644810	K13137
Siderastrea444269	K22790
Siderastrea426431	K09662
Siderastrea429814	K24936
Siderastrea251318	K13251
Siderastrea411479	K06700
Siderastrea438495	K03283
Siderastrea426249	K25700
Siderastrea261481	K11805
Siderastrea678584	K10418
Siderastrea419439	K04220
Siderastrea448715	K08875
Siderastrea440921	K18274
Siderastrea398047	K12322
Siderastrea443426	K11257
Siderastrea283879	K04834
Siderastrea285965	K03250
Siderastrea777599	K18274
Siderastrea444992	K01013
Siderastrea402410	K08816
Siderastrea389935	K04204
Siderastrea423380	K08059
Siderastrea454184	K03979
Siderastrea875275	K01539
Siderastrea439515	K03377
Siderastrea288765	K09230
Siderastrea885696	K08851
Siderastrea452437	K06114
Siderastrea429324	K02881
Siderastrea421289	K10408
Siderastrea423357	K12856
Siderastrea666633	K08490
Siderastrea246312	K12035
Siderastrea440219	K14456
Siderastrea440682	K05284
Siderastrea440008	K10454
Siderastrea536362	K12375
Siderastrea789299	K23728
Siderastrea62547	K00573
Siderastrea397995	K04409
Siderastrea688387	K05863
Siderastrea445208	K24739
Siderastrea225594	K01179
Siderastrea418814	K25164
Siderastrea406025	K08378
Siderastrea241132	K04606
Siderastrea444116	K06639
Siderastrea437699	K08202
Siderastrea429168	K04892
Siderastrea411956	K04266
Siderastrea424893	K13963
Siderastrea470957	K04436
Siderastrea454145	K04453
Siderastrea548325	K11997
Siderastrea447664	K03193
Siderastrea472677	K09355
Siderastrea444302	K14557
Siderastrea428472	K04646
Siderastrea169748	K10956
Siderastrea890003	K12196
Siderastrea407129	K01681
Siderastrea433516	K06711
Siderastrea442387	K10478
Siderastrea418471	K23964
Siderastrea441165	K24735
Siderastrea272500	K17307
Siderastrea562224	K04194
Siderastrea424273	K24502
Siderastrea405064	K24496
Siderastrea401546	K07374
Siderastrea708750	K24979
Siderastrea911135	K11251
Siderastrea62279	K12405
Siderastrea167855	K02997
Siderastrea91643	K04555
Siderastrea380790	K17286
Siderastrea449065	K01769
Siderastrea421124	K11665
Siderastrea442105	K21970
Siderastrea454597	K14455
Siderastrea316994	K24936
Siderastrea450172	K01196
Siderastrea442637	K10085
Siderastrea593667	K09497
Siderastrea428185	K06497
Siderastrea414537	K11593
Siderastrea440550	K02030
Siderastrea409270	K10407
Siderastrea329298	K04224
Siderastrea419404	K11154
Siderastrea185037	K06841
Siderastrea237852	K06775
Siderastrea443693	K19906
Siderastrea432166	K11664
Siderastrea452865	K22207
Siderastrea596176	K07897
Siderastrea424115	K20994
Siderastrea427994	K07910
Siderastrea440663	K06825
Siderastrea417562	K24065
Siderastrea411453	K01316
Siderastrea297736	K15261
Siderastrea442374	K01578
Siderastrea426013	K05613
Siderastrea405506	K02183
Siderastrea452180	K18622
Siderastrea402443	K23949
Siderastrea852506	K03781
Siderastrea285458	K10747
Siderastrea134295	K02987
Siderastrea859708	K14006
Siderastrea42647	K04967
Siderastrea262986	K24469
Siderastrea274669	K12035
Siderastrea449527	K00869
Siderastrea451127	K05636
Siderastrea675538	K05692
Siderastrea648512	K07897
Siderastrea414614	K07497
Siderastrea452723	K11416
Siderastrea434435	K11860
Siderastrea443177	K04702
Siderastrea9214	K10365
Siderastrea494031	K04373
Siderastrea247338	K10352
Siderastrea324501	K18033
Siderastrea444938	K12375
Siderastrea5694	K15010
Siderastrea203366	K09214
Siderastrea435078	K22830
Siderastrea449920	K20315
Siderastrea426186	K17356
Siderastrea129776	K14293
Siderastrea434932	K05619
Siderastrea377111	K09320
Siderastrea723496	K18752
Siderastrea723690	K17300
Siderastrea735046	K02981
Siderastrea166260	K12663
Siderastrea410942	K00121
Siderastrea436097	K09597
Siderastrea438475	K01017
Siderastrea912682	K00738
Siderastrea368816	K07497
Siderastrea448637	K01365
Siderastrea423769	K25805
Siderastrea405124	K12856
Siderastrea446575	K14350
Siderastrea517294	K20280
Siderastrea456348	K01359
Siderastrea451630	K12373
Siderastrea911938	K00789
Siderastrea522904	K14163
Siderastrea435958	K12666
Siderastrea444696	K01008
Siderastrea445337	K05673
Siderastrea427984	K20103
Siderastrea454720	K10343
Siderastrea438529	K11977
Siderastrea386698	K24469
Siderastrea449621	K05688
Siderastrea453630	K06678
Siderastrea302901	K08770
Siderastrea329317	K13240
Siderastrea365289	K02937
Siderastrea346670	K07904
Siderastrea431654	K23342
Siderastrea527898	K15013
Siderastrea352859	K08375
Siderastrea451778	K07901
Siderastrea438894	K01106
Siderastrea416222	K24936
Siderastrea841093	K19527
Siderastrea244447	K09667
Siderastrea615138	K24104
Siderastrea312370	K03781
Siderastrea394825	K09479
Siderastrea423839	K10523
Siderastrea443722	K04285
Siderastrea622460	K12625
Siderastrea432072	K02940
Siderastrea46251	K01899
Siderastrea438949	K05051
Siderastrea385588	K04986
Siderastrea455512	K05094
Siderastrea425484	K17535
Siderastrea401403	K24936
Siderastrea442728	K22942
Siderastrea500041	K02958
Siderastrea360903	K24469
Siderastrea443462	K08865
Siderastrea299534	K15837
Siderastrea385784	K17253
Siderastrea448155	K00744
Siderastrea807553	K12470
Siderastrea535074	K00942
Siderastrea439601	K24793
Siderastrea287613	K08630
Siderastrea320468	K16681
Siderastrea107172	K11826
Siderastrea453714	K11824
Siderastrea449077	K03593
Siderastrea265199	K04598
Siderastrea5545	K00699
Siderastrea430588	K02264
Siderastrea842268	K13091
Siderastrea570303	K02921
Siderastrea245901	K05673
Siderastrea429119	K01493
Siderastrea364775	K10454
Siderastrea422188	K24642
Siderastrea343236	K17592
Siderastrea442253	K07440
Siderastrea650782	K09848
Siderastrea736455	K04632
Siderastrea350945	K12392
Siderastrea435405	K03654
Siderastrea455619	K15377
Siderastrea420455	K01054
Siderastrea146282	K05643
Siderastrea446017	K24800
Siderastrea431737	K15049
Siderastrea423367	K24431
Siderastrea454446	K22817
Siderastrea784060	K15837
Siderastrea356039	K07380
Siderastrea337190	K07374
Siderastrea250262	K17231
Siderastrea422201	K01194
Siderastrea194485	K12028
Siderastrea452063	K24682
Siderastrea442780	K15759
Siderastrea239062	K06777
Siderastrea450784	K01581
Siderastrea192080	K10400
Siderastrea463496	K02920
Siderastrea430953	K06126
Siderastrea446793	K14849
Siderastrea423786	K10443
Siderastrea421035	K00966
Siderastrea420523	K07380
Siderastrea751228	K12605
Siderastrea49616	K01945
Siderastrea396894	K01020
Siderastrea454705	K24747
Siderastrea444856	K10084
Siderastrea446470	K08010
Siderastrea452969	K12805
Siderastrea425156	K06704
Siderastrea906184	K07897
Siderastrea446842	K13908
Siderastrea292606	K10477
Siderastrea419558	K08375
Siderastrea435058	K24068
Siderastrea194242	K12874
Siderastrea324121	K02927
Siderastrea313596	K05181
Siderastrea396924	K13046
Siderastrea423823	K00559
Siderastrea532378	K01265
Siderastrea420887	K19029
Siderastrea437213	K09341
Siderastrea453528	K24332
Siderastrea455609	K18384
Siderastrea295430	K24759
Siderastrea446252	K24387
Siderastrea90383	K03781
Siderastrea373	K23501
Siderastrea405440	K07375
Siderastrea442246	K04892
Siderastrea425918	K24255
Siderastrea434954	K11997
Siderastrea438503	K08189
Siderastrea366147	K05658
Siderastrea437654	K01135
Siderastrea188216	K15837
Siderastrea433938	K05034
Siderastrea574044	K24431
Siderastrea101257	K07874
Siderastrea443545	K19933
Siderastrea662672	K11860
Siderastrea452526	K01672
Siderastrea452491	K08496
Siderastrea448053	K13513
Siderastrea422733	K24764
Siderastrea413182	K04255
Siderastrea171781	K11661
Siderastrea445584	K05120
Siderastrea420112	K16575
Siderastrea407732	K03929
Siderastrea451858	K16731
Siderastrea446639	K07497
Siderastrea713448	K04989
Siderastrea699412	K00573
Siderastrea451069	K11158
Siderastrea335325	K04648
Siderastrea455047	K20178
Siderastrea473041	K12842
Siderastrea435178	K21917
Siderastrea453424	K10636
Siderastrea295710	K23342
Siderastrea140665	K04043
Siderastrea101140	K19511
Siderastrea427854	K04251
Siderastrea436284	K20217
Siderastrea452739	K15168
Siderastrea432771	K01530
Siderastrea424702	K04136
Siderastrea17484	K02941
Siderastrea448714	K10268
Siderastrea456453	K00948
Siderastrea425172	K12474
Siderastrea540555	K02256
Siderastrea136021	K00710
Siderastrea325065	K05464
Siderastrea446353	K20286
Siderastrea437725	K02989
Siderastrea349249	K17609
Siderastrea437750	K12189
Siderastrea435259	K00721
Siderastrea348757	K14616
Siderastrea449086	K01793
Siderastrea409704	K25358
Siderastrea416860	K25004
Siderastrea441681	K09186
Siderastrea414462	K24427
Siderastrea453287	K25857
Siderastrea408129	K24936
Siderastrea437982	K24464
Siderastrea425852	K20299
Siderastrea403869	K19328
Siderastrea538807	K10415
Siderastrea433053	K02256
Siderastrea317569	K04984
Siderastrea438954	K23735
Siderastrea449492	K04984
Siderastrea439561	K21437
Siderastrea259225	K16493
Siderastrea230814	K04646
Siderastrea420273	K06252
Siderastrea444401	K12298
Siderastrea453447	K05695
Siderastrea326383	K12856
Siderastrea429028	K05672
Siderastrea334283	K01534
Siderastrea254733	K21396
Siderastrea427802	K06775
Siderastrea422811	K01491
Siderastrea437506	K17623
Siderastrea326463	K12035
Siderastrea290549	K06115
Siderastrea373755	K23818
Siderastrea454737	K03105
Siderastrea429655	K09221
Siderastrea445708	K09500
Siderastrea787913	K07874
Siderastrea450929	K16761
Siderastrea181072	K00548
Siderastrea71401	K10356
Siderastrea654095	K08776
Siderastrea433375	K08375
Siderastrea272148	K06059
Siderastrea186596	K09499
Siderastrea448887	K01262
Siderastrea451847	K13024
Siderastrea237173	K17592
Siderastrea375031	K26219
Siderastrea814124	K11254
Siderastrea455562	K02726
Siderastrea376447	K24674
Siderastrea453406	K24469
Siderastrea700123	K07874
Siderastrea446554	K17201
Siderastrea186192	K24431
Siderastrea332930	K06778
Siderastrea426452	K22017
Siderastrea27812	K26101
Siderastrea443512	K10153
Siderastrea736743	K03165
Siderastrea445803	K02599
Siderastrea448527	K18204
Siderastrea423331	K01403
Siderastrea415004	K03902
Siderastrea209679	K04209
Siderastrea424602	K25877
Siderastrea413781	K24706
Siderastrea435122	K20360
Siderastrea439376	K02728
Siderastrea438017	K18208
Siderastrea528504	K03686
Siderastrea446031	K00922
Siderastrea374012	K17388
Siderastrea448214	K19873
Siderastrea295408	K04145
Siderastrea318110	K24337
Siderastrea456043	K14415
Siderastrea395951	K09627
Siderastrea185103	K04984
Siderastrea426289	K05398
Siderastrea419358	K05614
Siderastrea358939	K10407
Siderastrea389128	K05665
Siderastrea445506	K00108
Siderastrea444123	K13430
Siderastrea895041	K01365
Siderastrea414476	K04150
Siderastrea440909	K09656
Siderastrea448866	K24309
Siderastrea260512	K00323
Siderastrea438349	K18327
Siderastrea335794	K22754
Siderastrea284485	K07809
Siderastrea301735	K24436
Siderastrea434272	K16477
