Siderastrea_08840	K02997
Siderastrea_12085	K15166
Siderastrea_03376	K07756
Siderastrea_03712	K10746
Siderastrea_01874	K14379
Siderastrea_12699	K02350
Siderastrea_06803	K02295
Siderastrea_07436	K18752
Siderastrea_10232	K10396
Siderastrea_09635	K16742
Siderastrea_09562	K11863
Siderastrea_04002	K24338
Siderastrea_00342	K15255
Siderastrea_03286	K11290
Siderastrea_03942	K18663
Siderastrea_01802	K16669
Siderastrea_14232	K08824
Siderastrea_00095	K25475
Siderastrea_18937	K01557
Siderastrea_19066	K12813
Siderastrea_16353	K19636
Siderastrea_08161	K05633
Siderastrea_01907	K14620
Siderastrea_03551	K05970
Siderastrea_08374	K00458
Siderastrea_06175	K10408
Siderastrea_01144	K07497
Siderastrea_08229	K13813
Siderastrea_12547	K10408
Siderastrea_06408	K23460
Siderastrea_14653	K07497
Siderastrea_16959	K24835
Siderastrea_09971	K05954
Siderastrea_18469	K06943
Siderastrea_15103	K10577
Siderastrea_08064	K02999
Siderastrea_19204	K08150
Siderastrea_05498	K13210
Siderastrea_12396	K09270
Siderastrea_04295	K03358
Siderastrea_18902	K06158
Siderastrea_18700	K20051
Siderastrea_03781	K04659
Siderastrea_02737	K02922
Siderastrea_15980	K10185
Siderastrea_03610	K20051
Siderastrea_13163	K24733
Siderastrea_04239	K00140
Siderastrea_02877	K00167
Siderastrea_05785	K19328
Siderastrea_14483	K09428
Siderastrea_09198	K00207
Siderastrea_08956	K03362
Siderastrea_12175	K00873
Siderastrea_06990	K04682
Siderastrea_01851	K18037
Siderastrea_10244	K10408
Siderastrea_04346	K23883
Siderastrea_05896	K03686
Siderastrea_11154	K04984
Siderastrea_10578	K07847
Siderastrea_10150	K06460
Siderastrea_13912	K20635
Siderastrea_08948	K17341
Siderastrea_06476	K00059
Siderastrea_07603	K02726
Siderastrea_02210	K02886
Siderastrea_08951	K01135
Siderastrea_08325	K22864
Siderastrea_01481	K01365
Siderastrea_04208	K03021
Siderastrea_07685	K05125
Siderastrea_18380	K00162
Siderastrea_02535	K02146
Siderastrea_12193	K21847
Siderastrea_14490	K07497
Siderastrea_12517	K00849
Siderastrea_03139	K06693
Siderastrea_00966	K13499
Siderastrea_19209	K18468
Siderastrea_15265	K17943
Siderastrea_00010	K04515
Siderastrea_15116	K14558
Siderastrea_15836	K12877
Siderastrea_12864	K02156
Siderastrea_12045	K10408
Siderastrea_11634	K02941
Siderastrea_02981	K10359
Siderastrea_05909	K03253
Siderastrea_09670	K17079
Siderastrea_10999	K23218
Siderastrea_08111	K01230
Siderastrea_18260	K10732
Siderastrea_11513	K09497
Siderastrea_19017	K20314
Siderastrea_09390	K19584
Siderastrea_04272	K17609
Siderastrea_18693	K21066
Siderastrea_09796	K22913
Siderastrea_08321	K09089
Siderastrea_11173	K25661
Siderastrea_08047	K15261
Siderastrea_17517	K09569
Siderastrea_16272	K04512
Siderastrea_10560	K02354
Siderastrea_09025	K18758
Siderastrea_02701	K14004
Siderastrea_09117	K10276
Siderastrea_07082	K00325
Siderastrea_03877	K17589
Siderastrea_06876	K10104
Siderastrea_07179	K11422
Siderastrea_13999	K07497
Siderastrea_06163	K13753
Siderastrea_12034	K02207
Siderastrea_03815	K18080
Siderastrea_18978	K14157
Siderastrea_10926	K18260
Siderastrea_13969	K24512
Siderastrea_16636	K11182
Siderastrea_02719	K12843
Siderastrea_01989	K11540
Siderastrea_15923	K12603
Siderastrea_07924	K04534
Siderastrea_15350	K11728
Siderastrea_03206	K22869
Siderastrea_08545	K12487
Siderastrea_03830	K14802
Siderastrea_17294	K18617
Siderastrea_13500	K22754
Siderastrea_18001	K01510
Siderastrea_10925	K15261
Siderastrea_00893	K07497
Siderastrea_06428	K05706
Siderastrea_12510	K01930
Siderastrea_06006	K11406
Siderastrea_05817	K05673
Siderastrea_13400	K00432
Siderastrea_01448	K12182
Siderastrea_08997	K16675
Siderastrea_16250	K22754
Siderastrea_18170	K01363
Siderastrea_06319	K15690
Siderastrea_13130	K17339
Siderastrea_15716	K12876
Siderastrea_07972	K14538
Siderastrea_05444	K05850
Siderastrea_17703	K10408
Siderastrea_12717	K14461
Siderastrea_17121	K07497
Siderastrea_09387	K10591
Siderastrea_14850	K16816
Siderastrea_02266	K22262
Siderastrea_13456	K11855
Siderastrea_02167	K18263
Siderastrea_10582	K13956
Siderastrea_11191	K10637
Siderastrea_07386	K15259
Siderastrea_15372	K01528
Siderastrea_13951	K03243
Siderastrea_18326	K11885
Siderastrea_09329	K00162
Siderastrea_09340	K09381
Siderastrea_07138	K17598
Siderastrea_14676	K20125
Siderastrea_10494	K04487
Siderastrea_11399	K22556
Siderastrea_11741	K01611
Siderastrea_12970	K13117
Siderastrea_14977	K05673
Siderastrea_07626	K08860
Siderastrea_01317	K13711
Siderastrea_12327	K14443
Siderastrea_09436	K17267
Siderastrea_14262	K15290
Siderastrea_03221	K02133
Siderastrea_14982	K10841
Siderastrea_06199	K09194
Siderastrea_01261	K23327
Siderastrea_07474	K13335
Siderastrea_10098	K07838
Siderastrea_06653	K15424
Siderastrea_06891	K07762
Siderastrea_13078	K17512
Siderastrea_02173	K10361
Siderastrea_18352	K00750
Siderastrea_12735	K01245
Siderastrea_03402	K16288
Siderastrea_10019	K24469
Siderastrea_12346	K04958
Siderastrea_14776	K12172
Siderastrea_16937	K08193
Siderastrea_13891	K11654
Siderastrea_01413	K20284
Siderastrea_16978	K05635
Siderastrea_10886	K11824
Siderastrea_11571	K15449
Siderastrea_18460	K08268
Siderastrea_11708	K06114
Siderastrea_02085	K18598
Siderastrea_06863	K03097
Siderastrea_01100	K24675
Siderastrea_03186	K05853
Siderastrea_18578	K03032
Siderastrea_11435	K17592
Siderastrea_12992	K01376
Siderastrea_02186	K26162
Siderastrea_13714	K04960
Siderastrea_02524	K07497
Siderastrea_12066	K12169
Siderastrea_04862	K12881
Siderastrea_17749	K11182
Siderastrea_01265	K10703
Siderastrea_17433	K04718
Siderastrea_00032	K17255
Siderastrea_07585	K05741
Siderastrea_03089	K05665
Siderastrea_00552	K11664
Siderastrea_08339	K18588
Siderastrea_13443	K11422
Siderastrea_13033	K10365
Siderastrea_01722	K08439
Siderastrea_14381	K13711
Siderastrea_01105	K08857
Siderastrea_10835	K17686
Siderastrea_04617	K04417
Siderastrea_03007	K02168
Siderastrea_03560	K12604
Siderastrea_04815	K18263
Siderastrea_05554	K10408
Siderastrea_15644	K18743
Siderastrea_13929	K08021
Siderastrea_15679	K17908
Siderastrea_04462	K13855
Siderastrea_13524	K24822
Siderastrea_05739	K16506
Siderastrea_12874	K06944
Siderastrea_01772	K04739
Siderastrea_16713	K24936
Siderastrea_14828	K12366
Siderastrea_05056	K02908
Siderastrea_03460	K20994
Siderastrea_01620	K05292
Siderastrea_16930	K21922
Siderastrea_17439	K20456
Siderastrea_18915	K11406
Siderastrea_19023	K08745
Siderastrea_14291	K23194
Siderastrea_10193	K11970
Siderastrea_12240	K04511
Siderastrea_01559	K23847
Siderastrea_05683	K03125
Siderastrea_16206	K24936
Siderastrea_00940	K17307
Siderastrea_02023	K21437
Siderastrea_06954	K18384
Siderastrea_18848	K10443
Siderastrea_14515	K04648
Siderastrea_18569	K01900
Siderastrea_18879	K26162
Siderastrea_10575	K00128
Siderastrea_03767	K06855
Siderastrea_17074	K17275
Siderastrea_08778	K10478
Siderastrea_02018	K08805
Siderastrea_13876	K22555
Siderastrea_05658	K24722
Siderastrea_08615	K16474
Siderastrea_09818	K12393
Siderastrea_10356	K03010
Siderastrea_00953	K22697
Siderastrea_12279	K13886
Siderastrea_02375	K15192
Siderastrea_13040	K02367
Siderastrea_15502	K19801
Siderastrea_15077	K12192
Siderastrea_06225	K01937
Siderastrea_16415	K10358
Siderastrea_10129	K14206
Siderastrea_08718	K03066
Siderastrea_02892	K17592
Siderastrea_03522	K10181
Siderastrea_18745	K12375
Siderastrea_06832	K04441
Siderastrea_02087	K00469
Siderastrea_14881	K09495
Siderastrea_17888	K19949
Siderastrea_02654	K17530
Siderastrea_02233	K08110
Siderastrea_19082	K04978
Siderastrea_12006	K19525
Siderastrea_15225	K18663
Siderastrea_14724	K14683
Siderastrea_00658	K16777
Siderastrea_18773	K10252
Siderastrea_18279	K12035
Siderastrea_09906	K04487
Siderastrea_17095	K05869
Siderastrea_05911	K00106
Siderastrea_00542	K15104
Siderastrea_12538	K08052
Siderastrea_05837	K00030
Siderastrea_12704	K10478
Siderastrea_01391	K23966
Siderastrea_17728	K20795
Siderastrea_08297	K07497
Siderastrea_12891	K07020
Siderastrea_09106	K14845
Siderastrea_00172	K05749
Siderastrea_18531	K23949
Siderastrea_11605	K21862
Siderastrea_09836	K08601
Siderastrea_01293	K21415
Siderastrea_02348	K11840
Siderastrea_08130	K21804
Siderastrea_01226	K17890
Siderastrea_03344	K00789
Siderastrea_06889	K04600
Siderastrea_08048	K04874
Siderastrea_00484	K13807
Siderastrea_10636	K03006
Siderastrea_01687	K17346
Siderastrea_04700	K15607
Siderastrea_01645	K20719
Siderastrea_12017	K10645
Siderastrea_13232	K01681
Siderastrea_13129	K10408
Siderastrea_08010	K24738
Siderastrea_09074	K22470
Siderastrea_03069	K16746
Siderastrea_17370	K10447
Siderastrea_04087	K13217
Siderastrea_11853	K15015
Siderastrea_14249	K19530
Siderastrea_04993	K01349
Siderastrea_01398	K18263
Siderastrea_02831	K04079
Siderastrea_18858	K11647
Siderastrea_08121	K10858
Siderastrea_00295	K05770
Siderastrea_02520	K07369
Siderastrea_01258	K00306
Siderastrea_02960	K01415
Siderastrea_15195	K04977
Siderastrea_11899	K21852
Siderastrea_11790	K25168
Siderastrea_12795	K00121
Siderastrea_11207	K01081
Siderastrea_03430	K02599
Siderastrea_00367	K00461
Siderastrea_18786	K00274
Siderastrea_13870	K00558
Siderastrea_18054	K07379
Siderastrea_03203	K00078
Siderastrea_12644	K16310
Siderastrea_00451	K01886
Siderastrea_13735	K11838
Siderastrea_15793	K06277
Siderastrea_04363	K07497
Siderastrea_05285	K17768
Siderastrea_02474	K23628
Siderastrea_17528	K24070
Siderastrea_11876	K10260
Siderastrea_02662	K20655
Siderastrea_17823	K01049
Siderastrea_10370	K05888
Siderastrea_16678	K23294
Siderastrea_14504	K18422
Siderastrea_11475	K01349
Siderastrea_03805	K12231
Siderastrea_04575	K10356
Siderastrea_02217	K23555
Siderastrea_11706	K04854
Siderastrea_03063	K11251
Siderastrea_18200	K07380
Siderastrea_08978	K10876
Siderastrea_02200	K06240
Siderastrea_04976	K07497
Siderastrea_05195	K04409
Siderastrea_18677	K14856
Siderastrea_14716	K20636
Siderastrea_09046	K06843
Siderastrea_12684	K06254
Siderastrea_11863	K24675
Siderastrea_07131	K09436
Siderastrea_06065	K20180
Siderastrea_18074	K04367
Siderastrea_18394	K14559
Siderastrea_12774	K24478
Siderastrea_10975	K20644
Siderastrea_18507	K23939
Siderastrea_11890	K02183
Siderastrea_16085	K10382
Siderastrea_12168	K06095
Siderastrea_01515	K10628
Siderastrea_07666	K20409
Siderastrea_18921	K14297
Siderastrea_10377	K19511
Siderastrea_16261	K11259
Siderastrea_00022	K03686
Siderastrea_09846	K24020
Siderastrea_10737	K12035
Siderastrea_14328	K09382
Siderastrea_16568	K24996
Siderastrea_07148	K06106
Siderastrea_02566	K12476
Siderastrea_17444	K11841
Siderastrea_08055	K17603
Siderastrea_01948	K11838
Siderastrea_18648	K12385
Siderastrea_10278	K24822
Siderastrea_12780	K14168
Siderastrea_09093	K17263
Siderastrea_17778	K07514
Siderastrea_12764	K17498
Siderastrea_13681	K17887
Siderastrea_03991	K02599
Siderastrea_02252	K12232
Siderastrea_09116	K10592
Siderastrea_13218	K01409
Siderastrea_09944	K26162
Siderastrea_01205	K24637
Siderastrea_15694	K13099
Siderastrea_16195	K11141
Siderastrea_07710	K11969
Siderastrea_14164	K10408
Siderastrea_01138	K04532
Siderastrea_08155	K23949
Siderastrea_00618	K05673
Siderastrea_11327	K01183
Siderastrea_03889	K25639
Siderastrea_19096	K06114
Siderastrea_11289	K08034
Siderastrea_13919	K02960
Siderastrea_10740	K08791
Siderastrea_18470	K24099
Siderastrea_09575	K19606
Siderastrea_01731	K02295
Siderastrea_05782	K19511
Siderastrea_11687	K00861
Siderastrea_16475	K04662
Siderastrea_05340	K17592
Siderastrea_15406	K11456
Siderastrea_10643	K01338
Siderastrea_13785	K04249
Siderastrea_18895	K15074
Siderastrea_09069	K03327
Siderastrea_06373	K08815
Siderastrea_14806	K11338
Siderastrea_17107	K20053
Siderastrea_12727	K11262
Siderastrea_17281	K16749
Siderastrea_02320	K11841
Siderastrea_19111	K08518
Siderastrea_07453	K03798
Siderastrea_18333	K22182
Siderastrea_08551	K07497
Siderastrea_19093	K01102
Siderastrea_12752	K05750
Siderastrea_03247	K05643
Siderastrea_04224	K07178
Siderastrea_03493	K02145
Siderastrea_09254	K12830
Siderastrea_07458	K06252
Siderastrea_11880	K15734
Siderastrea_04974	K05643
Siderastrea_02688	K01020
Siderastrea_01389	K08852
Siderastrea_09492	K13861
Siderastrea_08300	K14355
Siderastrea_17784	K03267
Siderastrea_09060	K03870
Siderastrea_04453	K03260
Siderastrea_15287	K16478
Siderastrea_16021	K10626
Siderastrea_03928	K23257
Siderastrea_17532	K10308
Siderastrea_13253	K01227
Siderastrea_07345	K08544
Siderastrea_02975	K20128
Siderastrea_16194	K23048
Siderastrea_13267	K07198
Siderastrea_19257	K03372
Siderastrea_18405	K04144
Siderastrea_09717	K00248
Siderastrea_11496	K09195
Siderastrea_10152	K06082
Siderastrea_01550	K15306
Siderastrea_03679	K12035
Siderastrea_06578	K03033
Siderastrea_10048	K11643
Siderastrea_02508	K09452
Siderastrea_05945	K20473
Siderastrea_11293	K07766
Siderastrea_11308	K07497
Siderastrea_11479	K23332
Siderastrea_16870	K14960
Siderastrea_10859	K10408
Siderastrea_05035	K00029
Siderastrea_09962	K13864
Siderastrea_12951	K23092
Siderastrea_06707	K16311
Siderastrea_10484	K24792
Siderastrea_07480	K19684
Siderastrea_01502	K10615
Siderastrea_02461	K01280
Siderastrea_11545	K20164
Siderastrea_11520	K12879
Siderastrea_08022	K07379
Siderastrea_08480	K10696
Siderastrea_15503	K10728
Siderastrea_14374	K16815
Siderastrea_16108	K14708
Siderastrea_14510	K07904
Siderastrea_03252	K10151
Siderastrea_09827	K25537
Siderastrea_04844	K06711
Siderastrea_12220	K01802
Siderastrea_12739	K00111
Siderastrea_01824	K06632
Siderastrea_18130	K14797
Siderastrea_02247	K13184
Siderastrea_12093	K13525
Siderastrea_02301	K24852
Siderastrea_01738	K10408
Siderastrea_06722	K12591
Siderastrea_07146	K15501
Siderastrea_17082	K24183
Siderastrea_01548	K13412
Siderastrea_08243	K17065
Siderastrea_01054	K09365
Siderastrea_05489	K12893
Siderastrea_07931	K20472
Siderastrea_11652	K20471
Siderastrea_06067	K09584
Siderastrea_16202	K10661
Siderastrea_02910	K00972
Siderastrea_04369	K25839
Siderastrea_06997	K13783
Siderastrea_15605	K10450
Siderastrea_07074	K01011
Siderastrea_05465	K11865
Siderastrea_12730	K16865
Siderastrea_06058	K12396
Siderastrea_02429	K00871
Siderastrea_17251	K00820
Siderastrea_04171	K00452
Siderastrea_09084	K18442
Siderastrea_05511	K07466
Siderastrea_10522	K24990
Siderastrea_10799	K22371
Siderastrea_13906	K20825
Siderastrea_17299	K00864
Siderastrea_08825	K08035
Siderastrea_05375	K07497
Siderastrea_18603	K23851
Siderastrea_18033	K01132
Siderastrea_08276	K06497
Siderastrea_12128	K05673
Siderastrea_05558	K17535
Siderastrea_05857	K17545
Siderastrea_13772	K19328
Siderastrea_02024	K17686
Siderastrea_07055	K10592
Siderastrea_16126	K05674
Siderastrea_01699	K05410
Siderastrea_14664	K01897
Siderastrea_07431	K09494
Siderastrea_07020	K19912
Siderastrea_05181	K24627
Siderastrea_04121	K25100
Siderastrea_16136	K22745
Siderastrea_01715	K21853
Siderastrea_08844	K24223
Siderastrea_17479	K13221
Siderastrea_13647	K00262
Siderastrea_09102	K10396
Siderastrea_09746	K03124
Siderastrea_14948	K04498
Siderastrea_16393	K12236
Siderastrea_11450	K11828
Siderastrea_05396	K10591
Siderastrea_00338	K24816
Siderastrea_16791	K17545
Siderastrea_04818	K13239
Siderastrea_04418	K17108
Siderastrea_01690	K19526
Siderastrea_05624	K09595
Siderastrea_18443	K16457
Siderastrea_06826	K10612
Siderastrea_02531	K05700
Siderastrea_02420	K18263
Siderastrea_11975	K10362
Siderastrea_11925	K05701
Siderastrea_09148	K01623
Siderastrea_02708	K05695
Siderastrea_04071	K12366
Siderastrea_12872	K15276
Siderastrea_05613	K15377
Siderastrea_07292	K18082
Siderastrea_10857	K14833
Siderastrea_01019	K24735
Siderastrea_04536	K10408
Siderastrea_13274	K10421
Siderastrea_18475	K16312
Siderastrea_15735	K11699
Siderastrea_02003	K14411
Siderastrea_15235	K10349
Siderastrea_15237	K02212
Siderastrea_01451	K00323
Siderastrea_11344	K22754
Siderastrea_07067	K02168
Siderastrea_04248	K10408
Siderastrea_06926	K08776
Siderastrea_17326	K10523
Siderastrea_09926	K24728
Siderastrea_10907	K10408
Siderastrea_06960	K00907
Siderastrea_09109	K12354
Siderastrea_04654	K11292
Siderastrea_14960	K15168
Siderastrea_01753	K06271
Siderastrea_09866	K15113
Siderastrea_11375	K12856
Siderastrea_10841	K00469
Siderastrea_15112	K08037
Siderastrea_04951	K00002
Siderastrea_05140	K01142
Siderastrea_14096	K14411
Siderastrea_16388	K04497
Siderastrea_14993	K10599
Siderastrea_14221	K13412
Siderastrea_00889	K14007
Siderastrea_04482	K12823
Siderastrea_03354	K09640
Siderastrea_13337	K23380
Siderastrea_11956	K13431
Siderastrea_01087	K10591
Siderastrea_06337	K20224
Siderastrea_04621	K08881
Siderastrea_06736	K15255
Siderastrea_16996	K00503
Siderastrea_11455	K07904
Siderastrea_15667	K00921
Siderastrea_11387	K10414
Siderastrea_03049	K24963
Siderastrea_07816	K22754
Siderastrea_01756	K01578
Siderastrea_15751	K24501
Siderastrea_05298	K09579
Siderastrea_08088	K00507
Siderastrea_09625	K18625
Siderastrea_02115	K08840
Siderastrea_11032	K06106
Siderastrea_02431	K20346
Siderastrea_18802	K17689
Siderastrea_06445	K23961
Siderastrea_03427	K08546
Siderastrea_08857	K10183
Siderastrea_10725	K17382
Siderastrea_09424	K11364
Siderastrea_01154	K05858
Siderastrea_10708	K01428
Siderastrea_04426	K03654
Siderastrea_03701	K05128
Siderastrea_18166	K05695
Siderastrea_12834	K03695
Siderastrea_10368	K11338
Siderastrea_08523	K12842
Siderastrea_00112	K01903
Siderastrea_04114	K05853
Siderastrea_16533	K25435
Siderastrea_13229	K11653
Siderastrea_01082	K24835
Siderastrea_01119	K24835
Siderastrea_10540	K12493
Siderastrea_07754	K09180
Siderastrea_09040	K11421
Siderastrea_14470	K01229
Siderastrea_15346	K14411
Siderastrea_02098	K24909
Siderastrea_03445	K12236
Siderastrea_12272	K15426
Siderastrea_10198	K09615
Siderastrea_11677	K23804
Siderastrea_05664	K03264
Siderastrea_03676	K19473
Siderastrea_16361	K05849
Siderastrea_12661	K03347
Siderastrea_10599	K01667
Siderastrea_18686	K18204
Siderastrea_18619	K10392
Siderastrea_03902	K10361
Siderastrea_18594	K06243
Siderastrea_11504	K11665
Siderastrea_04400	K03661
Siderastrea_04291	K15865
Siderastrea_15119	K11411
Siderastrea_05980	K00981
Siderastrea_05019	K23902
Siderastrea_03173	K03676
Siderastrea_17668	K00261
Siderastrea_09985	K08283
Siderastrea_09881	K03027
Siderastrea_10520	K10686
Siderastrea_12910	K04431
Siderastrea_12911	K01204
Siderastrea_01581	K00102
Siderastrea_02577	K08824
Siderastrea_19105	K24936
Siderastrea_14965	K06585
Siderastrea_07597	K13912
Siderastrea_10405	K22991
Siderastrea_13556	K26141
Siderastrea_18557	K07126
Siderastrea_11823	K06631
Siderastrea_15806	K00654
Siderastrea_01182	K09666
Siderastrea_00087	K12385
Siderastrea_04438	K04986
Siderastrea_02697	K16743
Siderastrea_10875	K12388
Siderastrea_17495	K19998
Siderastrea_02277	K07937
Siderastrea_12251	K11861
Siderastrea_17511	K02212
Siderastrea_02849	K18416
Siderastrea_12147	K10400
Siderastrea_10162	K03247
Siderastrea_00009	K25101
Siderastrea_07156	K04459
Siderastrea_08170	K17914
Siderastrea_18550	K04852
Siderastrea_01407	K03654
Siderastrea_09297	K11292
Siderastrea_06609	K10808
Siderastrea_02504	K10408
Siderastrea_07257	K09636
Siderastrea_13779	K17725
Siderastrea_16132	K18643
Siderastrea_10690	K17849
Siderastrea_13719	K15377
Siderastrea_01611	K09649
Siderastrea_18082	K04344
Siderastrea_12305	K13291
Siderastrea_12745	K09407
Siderastrea_02824	K12035
Siderastrea_06140	K10357
Siderastrea_06201	K12035
Siderastrea_13173	K17936
Siderastrea_18126	K12818
Siderastrea_02068	K01365
Siderastrea_05603	K09669
Siderastrea_17340	K00972
Siderastrea_00294	K17592
Siderastrea_10061	K07440
Siderastrea_18754	K01869
Siderastrea_15763	K13525
Siderastrea_02491	K12309
Siderastrea_19128	K04412
Siderastrea_14843	K06252
Siderastrea_06195	K02932
Siderastrea_10655	K20044
Siderastrea_07780	K08292
Siderastrea_08984	K12670
Siderastrea_16034	K00254
Siderastrea_13635	K08018
Siderastrea_06597	K10408
Siderastrea_11797	K05313
Siderastrea_12637	K16507
Siderastrea_15296	K01411
Siderastrea_12090	K20465
Siderastrea_00148	K26219
Siderastrea_00997	K07532
Siderastrea_10959	K04986
Siderastrea_07558	K24936
Siderastrea_16337	K03252
Siderastrea_13095	K16601
Siderastrea_00805	K11279
Siderastrea_10379	K24469
Siderastrea_15582	K14290
Siderastrea_17302	K19985
Siderastrea_15631	K16056
Siderastrea_14282	K03006
Siderastrea_06761	K10408
Siderastrea_11984	K24749
Siderastrea_18519	K10844
Siderastrea_00988	K11417
Siderastrea_01888	K19685
Siderastrea_00265	K08707
Siderastrea_05865	K25207
Siderastrea_15055	K10578
Siderastrea_19106	K08292
Siderastrea_12662	K12231
Siderastrea_03633	K05105
Siderastrea_10592	K01510
Siderastrea_13094	K01135
Siderastrea_15419	K21125
Siderastrea_07725	K00281
Siderastrea_00995	K10866
Siderastrea_01680	K09272
Siderastrea_12315	K17985
