Ssiderea30_c0_seq1	Ssiderea30
Ssiderea67833_c0_seq1	Ssiderea67833
Ssiderea67906_c0_seq1	Ssiderea67906
Ssiderea67906_c0_seq2	Ssiderea67906
Ssiderea67934_c0_seq1	Ssiderea67934
Ssiderea68051_c0_seq1	Ssiderea68051
Ssiderea68075_c0_seq1	Ssiderea68075
Ssiderea68125_c0_seq1	Ssiderea68125
Ssiderea68172_c0_seq1	Ssiderea68172
Ssiderea68172_c0_seq2	Ssiderea68172
Ssiderea68248_c0_seq1	Ssiderea68248
Ssiderea68263_c0_seq1	Ssiderea68263
Ssiderea68404_c0_seq1	Ssiderea68404
Ssiderea68434_c0_seq1	Ssiderea68434
Ssiderea68481_c0_seq1	Ssiderea68481
Ssiderea68514_c0_seq1	Ssiderea68514
Ssiderea68569_c0_seq1	Ssiderea68569
Ssiderea68572_c0_seq1	Ssiderea68572
Ssiderea68576_c0_seq1	Ssiderea68576
Ssiderea68656_c0_seq1	Ssiderea68656
Ssiderea68669_c0_seq1	Ssiderea68669
Ssiderea68824_c0_seq1	Ssiderea68824
Ssiderea68845_c0_seq1	Ssiderea68845
Ssiderea69057_c0_seq1	Ssiderea69057
Ssiderea69064_c0_seq1	Ssiderea69064
Ssiderea69064_c0_seq2	Ssiderea69064
Ssiderea69161_c0_seq1	Ssiderea69161
Ssiderea69202_c0_seq1	Ssiderea69202
Ssiderea69278_c0_seq2	Ssiderea69278
Ssiderea69366_c0_seq1	Ssiderea69366
Ssiderea69457_c0_seq1	Ssiderea69457
Ssiderea69531_c0_seq1	Ssiderea69531
Ssiderea69796_c0_seq1	Ssiderea69796
Ssiderea69823_c0_seq1	Ssiderea69823
Ssiderea69878_c0_seq1	Ssiderea69878
Ssiderea70019_c0_seq1	Ssiderea70019
Ssiderea70045_c0_seq1	Ssiderea70045
Ssiderea70082_c0_seq1	Ssiderea70082
Ssiderea70287_c0_seq1	Ssiderea70287
Ssiderea70425_c0_seq1	Ssiderea70425
Ssiderea70650_c0_seq1	Ssiderea70650
Ssiderea70782_c0_seq1	Ssiderea70782
Ssiderea70950_c0_seq2	Ssiderea70950
Ssiderea71028_c0_seq1	Ssiderea71028
Ssiderea71086_c0_seq1	Ssiderea71086
Ssiderea71113_c0_seq1	Ssiderea71113
Ssiderea71473_c0_seq1	Ssiderea71473
Ssiderea71473_c0_seq2	Ssiderea71473
Ssiderea71710_c0_seq1	Ssiderea71710
Ssiderea71755_c0_seq2	Ssiderea71755
Ssiderea71763_c0_seq1	Ssiderea71763
Ssiderea71949_c0_seq1	Ssiderea71949
Ssiderea71953_c0_seq1	Ssiderea71953
Ssiderea71970_c0_seq1	Ssiderea71970
Ssiderea72234_c0_seq1	Ssiderea72234
Ssiderea72393_c0_seq1	Ssiderea72393
Ssiderea72504_c0_seq1	Ssiderea72504
Ssiderea72662_c0_seq1	Ssiderea72662
Ssiderea72662_c0_seq2	Ssiderea72662
Ssiderea72746_c0_seq1	Ssiderea72746
Ssiderea72758_c0_seq2	Ssiderea72758
Ssiderea72784_c0_seq1	Ssiderea72784
Ssiderea72807_c0_seq1	Ssiderea72807
Ssiderea72976_c0_seq1	Ssiderea72976
Ssiderea73008_c0_seq1	Ssiderea73008
Ssiderea73072_c0_seq1	Ssiderea73072
Ssiderea73359_c0_seq1	Ssiderea73359
Ssiderea73419_c0_seq1	Ssiderea73419
Ssiderea73556_c0_seq1	Ssiderea73556
Ssiderea73601_c0_seq1	Ssiderea73601
Ssiderea73633_c0_seq2	Ssiderea73633
Ssiderea73944_c0_seq1	Ssiderea73944
Ssiderea73969_c0_seq1	Ssiderea73969
Ssiderea73989_c0_seq1	Ssiderea73989
Ssiderea74014_c0_seq1	Ssiderea74014
Ssiderea74161_c0_seq1	Ssiderea74161
Ssiderea74161_c0_seq2	Ssiderea74161
Ssiderea74418_c0_seq1	Ssiderea74418
Ssiderea74494_c0_seq1	Ssiderea74494
Ssiderea74585_c0_seq1	Ssiderea74585
Ssiderea74626_c0_seq1	Ssiderea74626
Ssiderea74719_c0_seq1	Ssiderea74719
Ssiderea74758_c0_seq1	Ssiderea74758
Ssiderea74758_c0_seq2	Ssiderea74758
Ssiderea75086_c0_seq2	Ssiderea75086
Ssiderea75364_c0_seq2	Ssiderea75364
Ssiderea75708_c0_seq1	Ssiderea75708
Ssiderea75710_c0_seq1	Ssiderea75710
Ssiderea75841_c0_seq1	Ssiderea75841
Ssiderea75861_c0_seq1	Ssiderea75861
Ssiderea75894_c0_seq1	Ssiderea75894
Ssiderea75960_c0_seq1	Ssiderea75960
Ssiderea76178_c0_seq1	Ssiderea76178
Ssiderea76189_c0_seq1	Ssiderea76189
Ssiderea76192_c0_seq1	Ssiderea76192
Ssiderea76272_c0_seq1	Ssiderea76272
Ssiderea76342_c0_seq1	Ssiderea76342
Ssiderea76382_c0_seq1	Ssiderea76382
Ssiderea76383_c0_seq1	Ssiderea76383
Ssiderea76419_c0_seq2	Ssiderea76419
Ssiderea76420_c0_seq1	Ssiderea76420
Ssiderea76420_c0_seq2	Ssiderea76420
Ssiderea76427_c0_seq1	Ssiderea76427
Ssiderea76491_c0_seq1	Ssiderea76491
Ssiderea76568_c0_seq1	Ssiderea76568
Ssiderea76710_c0_seq1	Ssiderea76710
Ssiderea76774_c0_seq1	Ssiderea76774
Ssiderea76929_c0_seq1	Ssiderea76929
Ssiderea76933_c0_seq1	Ssiderea76933
Ssiderea76938_c0_seq1	Ssiderea76938
Ssiderea77200_c0_seq1	Ssiderea77200
Ssiderea77366_c0_seq1	Ssiderea77366
Ssiderea77366_c0_seq2	Ssiderea77366
Ssiderea77419_c0_seq1	Ssiderea77419
Ssiderea77438_c0_seq1	Ssiderea77438
Ssiderea77492_c0_seq1	Ssiderea77492
Ssiderea77509_c0_seq1	Ssiderea77509
Ssiderea77536_c0_seq1	Ssiderea77536
Ssiderea77693_c0_seq1	Ssiderea77693
Ssiderea77775_c0_seq1	Ssiderea77775
Ssiderea77947_c0_seq1	Ssiderea77947
Ssiderea78001_c0_seq1	Ssiderea78001
Ssiderea78126_c0_seq1	Ssiderea78126
Ssiderea78336_c0_seq1	Ssiderea78336
Ssiderea78348_c0_seq1	Ssiderea78348
Ssiderea78360_c0_seq1	Ssiderea78360
Ssiderea78430_c0_seq2	Ssiderea78430
Ssiderea78503_c0_seq1	Ssiderea78503
Ssiderea78577_c0_seq1	Ssiderea78577
Ssiderea78581_c0_seq1	Ssiderea78581
Ssiderea79150_c0_seq1	Ssiderea79150
Ssiderea79189_c0_seq1	Ssiderea79189
Ssiderea79199_c0_seq1	Ssiderea79199
Ssiderea79218_c0_seq1	Ssiderea79218
Ssiderea79231_c0_seq1	Ssiderea79231
Ssiderea79350_c0_seq1	Ssiderea79350
Ssiderea79368_c0_seq1	Ssiderea79368
Ssiderea79384_c0_seq1	Ssiderea79384
Ssiderea79447_c0_seq1	Ssiderea79447
Ssiderea79467_c0_seq1	Ssiderea79467
Ssiderea79623_c0_seq1	Ssiderea79623
Ssiderea79711_c0_seq1	Ssiderea79711
Ssiderea79824_c0_seq1	Ssiderea79824
Ssiderea79881_c0_seq1	Ssiderea79881
Ssiderea79985_c0_seq1	Ssiderea79985
Ssiderea79986_c0_seq1	Ssiderea79986
Ssiderea80071_c0_seq1	Ssiderea80071
Ssiderea80074_c0_seq1	Ssiderea80074
Ssiderea80108_c0_seq1	Ssiderea80108
Ssiderea80117_c0_seq1	Ssiderea80117
Ssiderea80181_c0_seq1	Ssiderea80181
Ssiderea80338_c0_seq1	Ssiderea80338
Ssiderea80354_c0_seq1	Ssiderea80354
Ssiderea80554_c0_seq1	Ssiderea80554
Ssiderea80557_c0_seq1	Ssiderea80557
Ssiderea80563_c0_seq1	Ssiderea80563
Ssiderea80563_c0_seq2	Ssiderea80563
Ssiderea80907_c0_seq1	Ssiderea80907
Ssiderea80942_c0_seq1	Ssiderea80942
Ssiderea80951_c0_seq1	Ssiderea80951
Ssiderea80955_c0_seq1	Ssiderea80955
Ssiderea80979_c0_seq1	Ssiderea80979
Ssiderea80998_c0_seq1	Ssiderea80998
Ssiderea81067_c0_seq2	Ssiderea81067
Ssiderea81236_c0_seq1	Ssiderea81236
Ssiderea81266_c0_seq1	Ssiderea81266
Ssiderea81276_c0_seq1	Ssiderea81276
Ssiderea81296_c0_seq1	Ssiderea81296
Ssiderea81317_c0_seq1	Ssiderea81317
Ssiderea81352_c0_seq1	Ssiderea81352
Ssiderea81352_c0_seq2	Ssiderea81352
Ssiderea81452_c0_seq1	Ssiderea81452
Ssiderea81629_c0_seq1	Ssiderea81629
Ssiderea81632_c0_seq1	Ssiderea81632
Ssiderea81807_c0_seq1	Ssiderea81807
Ssiderea82211_c0_seq1	Ssiderea82211
Ssiderea82311_c0_seq1	Ssiderea82311
Ssiderea82324_c0_seq1	Ssiderea82324
Ssiderea82461_c0_seq2	Ssiderea82461
Ssiderea82464_c0_seq1	Ssiderea82464
Ssiderea82621_c0_seq1	Ssiderea82621
Ssiderea82802_c0_seq1	Ssiderea82802
Ssiderea82844_c0_seq1	Ssiderea82844
Ssiderea82909_c0_seq1	Ssiderea82909
Ssiderea83011_c0_seq1	Ssiderea83011
Ssiderea83111_c0_seq1	Ssiderea83111
Ssiderea83186_c0_seq1	Ssiderea83186
Ssiderea83190_c0_seq1	Ssiderea83190
Ssiderea83298_c0_seq1	Ssiderea83298
Ssiderea83526_c0_seq1	Ssiderea83526
Ssiderea83600_c0_seq1	Ssiderea83600
Ssiderea83697_c0_seq1	Ssiderea83697
Ssiderea83747_c0_seq1	Ssiderea83747
Ssiderea83868_c0_seq1	Ssiderea83868
Ssiderea84059_c0_seq1	Ssiderea84059
Ssiderea84099_c0_seq1	Ssiderea84099
Ssiderea84120_c0_seq1	Ssiderea84120
Ssiderea84222_c0_seq1	Ssiderea84222
Ssiderea84232_c0_seq1	Ssiderea84232
Ssiderea84249_c0_seq1	Ssiderea84249
Ssiderea84261_c0_seq1	Ssiderea84261
Ssiderea84261_c0_seq2	Ssiderea84261
Ssiderea84279_c0_seq1	Ssiderea84279
Ssiderea84520_c0_seq2	Ssiderea84520
Ssiderea84561_c0_seq1	Ssiderea84561
Ssiderea84630_c0_seq1	Ssiderea84630
Ssiderea84668_c0_seq1	Ssiderea84668
Ssiderea84686_c0_seq1	Ssiderea84686
Ssiderea84781_c0_seq1	Ssiderea84781
Ssiderea84946_c0_seq1	Ssiderea84946
Ssiderea84946_c0_seq2	Ssiderea84946
Ssiderea85358_c0_seq1	Ssiderea85358
Ssiderea85359_c0_seq1	Ssiderea85359
Ssiderea85376_c0_seq1	Ssiderea85376
Ssiderea85416_c0_seq1	Ssiderea85416
Ssiderea85465_c0_seq1	Ssiderea85465
Ssiderea85530_c0_seq1	Ssiderea85530
Ssiderea85615_c0_seq1	Ssiderea85615
Ssiderea85766_c0_seq2	Ssiderea85766
Ssiderea85868_c0_seq1	Ssiderea85868
Ssiderea85960_c0_seq1	Ssiderea85960
Ssiderea86004_c0_seq1	Ssiderea86004
Ssiderea86071_c0_seq1	Ssiderea86071
Ssiderea86115_c0_seq1	Ssiderea86115
Ssiderea86311_c0_seq1	Ssiderea86311
Ssiderea86324_c0_seq1	Ssiderea86324
Ssiderea86400_c0_seq1	Ssiderea86400
Ssiderea86556_c0_seq1	Ssiderea86556
Ssiderea86599_c0_seq1	Ssiderea86599
Ssiderea86636_c0_seq1	Ssiderea86636
Ssiderea86714_c0_seq1	Ssiderea86714
Ssiderea86821_c0_seq1	Ssiderea86821
Ssiderea86888_c0_seq1	Ssiderea86888
Ssiderea86898_c0_seq1	Ssiderea86898
Ssiderea86931_c0_seq1	Ssiderea86931
Ssiderea87094_c0_seq1	Ssiderea87094
Ssiderea87283_c0_seq1	Ssiderea87283
Ssiderea87585_c0_seq1	Ssiderea87585
Ssiderea87614_c0_seq1	Ssiderea87614
Ssiderea87790_c0_seq2	Ssiderea87790
Ssiderea87834_c0_seq1	Ssiderea87834
Ssiderea87933_c0_seq1	Ssiderea87933
Ssiderea87963_c0_seq1	Ssiderea87963
Ssiderea88048_c0_seq1	Ssiderea88048
Ssiderea88130_c0_seq1	Ssiderea88130
Ssiderea88212_c0_seq1	Ssiderea88212
Ssiderea88351_c0_seq1	Ssiderea88351
Ssiderea88351_c0_seq2	Ssiderea88351
Ssiderea88354_c0_seq1	Ssiderea88354
Ssiderea88496_c0_seq1	Ssiderea88496
Ssiderea88586_c0_seq1	Ssiderea88586
Ssiderea88669_c0_seq1	Ssiderea88669
Ssiderea88684_c0_seq1	Ssiderea88684
Ssiderea88716_c0_seq1	Ssiderea88716
Ssiderea88810_c0_seq1	Ssiderea88810
Ssiderea88868_c0_seq1	Ssiderea88868
Ssiderea88911_c0_seq1	Ssiderea88911
Ssiderea88967_c0_seq1	Ssiderea88967
Ssiderea88972_c0_seq1	Ssiderea88972
Ssiderea88983_c0_seq1	Ssiderea88983
Ssiderea89003_c0_seq1	Ssiderea89003
Ssiderea89034_c0_seq2	Ssiderea89034
Ssiderea89052_c0_seq1	Ssiderea89052
Ssiderea89052_c0_seq2	Ssiderea89052
Ssiderea89091_c0_seq1	Ssiderea89091
Ssiderea89188_c0_seq1	Ssiderea89188
Ssiderea89194_c0_seq1	Ssiderea89194
Ssiderea89319_c0_seq1	Ssiderea89319
Ssiderea89516_c0_seq2	Ssiderea89516
Ssiderea89545_c0_seq1	Ssiderea89545
Ssiderea89669_c0_seq1	Ssiderea89669
Ssiderea89756_c0_seq1	Ssiderea89756
Ssiderea89818_c0_seq1	Ssiderea89818
Ssiderea89818_c0_seq2	Ssiderea89818
Ssiderea89850_c0_seq1	Ssiderea89850
Ssiderea89873_c0_seq1	Ssiderea89873
Ssiderea89902_c0_seq1	Ssiderea89902
Ssiderea89976_c0_seq1	Ssiderea89976
Ssiderea89982_c0_seq2	Ssiderea89982
Ssiderea89983_c0_seq1	Ssiderea89983
Ssiderea89991_c0_seq1	Ssiderea89991
Ssiderea90141_c0_seq2	Ssiderea90141
Ssiderea90312_c0_seq1	Ssiderea90312
Ssiderea90322_c0_seq1	Ssiderea90322
Ssiderea90341_c0_seq1	Ssiderea90341
Ssiderea90509_c0_seq1	Ssiderea90509
Ssiderea90536_c0_seq1	Ssiderea90536
Ssiderea90537_c0_seq1	Ssiderea90537
Ssiderea90549_c0_seq1	Ssiderea90549
Ssiderea90615_c0_seq1	Ssiderea90615
Ssiderea90664_c0_seq1	Ssiderea90664
Ssiderea90713_c0_seq1	Ssiderea90713
Ssiderea90900_c0_seq1	Ssiderea90900
Ssiderea91035_c0_seq1	Ssiderea91035
Ssiderea91222_c0_seq1	Ssiderea91222
Ssiderea91254_c0_seq1	Ssiderea91254
Ssiderea91322_c0_seq1	Ssiderea91322
Ssiderea91322_c0_seq2	Ssiderea91322
Ssiderea91346_c0_seq1	Ssiderea91346
Ssiderea91482_c0_seq1	Ssiderea91482
Ssiderea91508_c0_seq1	Ssiderea91508
Ssiderea91514_c0_seq1	Ssiderea91514
Ssiderea91605_c0_seq1	Ssiderea91605
Ssiderea91708_c0_seq1	Ssiderea91708
Ssiderea91843_c0_seq2	Ssiderea91843
Ssiderea91853_c0_seq1	Ssiderea91853
Ssiderea91860_c0_seq1	Ssiderea91860
Ssiderea92017_c0_seq1	Ssiderea92017
Ssiderea92124_c0_seq1	Ssiderea92124
Ssiderea92177_c0_seq1	Ssiderea92177
Ssiderea92213_c0_seq1	Ssiderea92213
Ssiderea92252_c0_seq1	Ssiderea92252
Ssiderea92300_c0_seq1	Ssiderea92300
Ssiderea92538_c0_seq1	Ssiderea92538
Ssiderea92604_c0_seq1	Ssiderea92604
Ssiderea92604_c0_seq2	Ssiderea92604
Ssiderea92654_c0_seq1	Ssiderea92654
Ssiderea92654_c0_seq2	Ssiderea92654
Ssiderea92675_c0_seq1	Ssiderea92675
Ssiderea92702_c0_seq1	Ssiderea92702
Ssiderea92767_c0_seq1	Ssiderea92767
Ssiderea92787_c0_seq1	Ssiderea92787
Ssiderea92867_c0_seq1	Ssiderea92867
Ssiderea92877_c0_seq1	Ssiderea92877
Ssiderea92994_c0_seq1	Ssiderea92994
Ssiderea93175_c0_seq1	Ssiderea93175
Ssiderea93186_c0_seq1	Ssiderea93186
Ssiderea93330_c0_seq1	Ssiderea93330
Ssiderea93397_c0_seq1	Ssiderea93397
Ssiderea93423_c0_seq1	Ssiderea93423
Ssiderea93423_c0_seq2	Ssiderea93423
Ssiderea93588_c0_seq1	Ssiderea93588
Ssiderea93689_c0_seq1	Ssiderea93689
Ssiderea93712_c0_seq1	Ssiderea93712
Ssiderea93751_c0_seq1	Ssiderea93751
Ssiderea93775_c0_seq1	Ssiderea93775
Ssiderea93785_c0_seq1	Ssiderea93785
Ssiderea93792_c0_seq1	Ssiderea93792
Ssiderea93867_c0_seq1	Ssiderea93867
Ssiderea93935_c0_seq1	Ssiderea93935
Ssiderea93986_c0_seq1	Ssiderea93986
Ssiderea93986_c0_seq2	Ssiderea93986
Ssiderea94026_c0_seq1	Ssiderea94026
Ssiderea94054_c0_seq1	Ssiderea94054
Ssiderea94108_c0_seq1	Ssiderea94108
Ssiderea94111_c0_seq1	Ssiderea94111
Ssiderea94323_c0_seq2	Ssiderea94323
Ssiderea94328_c0_seq1	Ssiderea94328
Ssiderea94424_c0_seq1	Ssiderea94424
Ssiderea94505_c0_seq2	Ssiderea94505
Ssiderea94524_c0_seq1	Ssiderea94524
Ssiderea94530_c0_seq1	Ssiderea94530
Ssiderea94634_c0_seq1	Ssiderea94634
Ssiderea94634_c0_seq2	Ssiderea94634
Ssiderea94715_c0_seq1	Ssiderea94715
Ssiderea94851_c0_seq1	Ssiderea94851
Ssiderea94897_c0_seq1	Ssiderea94897
Ssiderea94920_c0_seq2	Ssiderea94920
Ssiderea94968_c0_seq1	Ssiderea94968
Ssiderea95066_c0_seq1	Ssiderea95066
Ssiderea95124_c0_seq1	Ssiderea95124
Ssiderea95180_c0_seq1	Ssiderea95180
Ssiderea95225_c0_seq1	Ssiderea95225
Ssiderea95227_c0_seq1	Ssiderea95227
Ssiderea95270_c0_seq1	Ssiderea95270
Ssiderea95546_c0_seq1	Ssiderea95546
Ssiderea95579_c0_seq1	Ssiderea95579
Ssiderea95683_c0_seq1	Ssiderea95683
Ssiderea95683_c0_seq2	Ssiderea95683
Ssiderea95940_c0_seq1	Ssiderea95940
Ssiderea96068_c0_seq1	Ssiderea96068
Ssiderea96087_c0_seq1	Ssiderea96087
Ssiderea96204_c0_seq1	Ssiderea96204
Ssiderea96206_c0_seq1	Ssiderea96206
Ssiderea96226_c0_seq1	Ssiderea96226
Ssiderea96296_c0_seq2	Ssiderea96296
Ssiderea96339_c0_seq1	Ssiderea96339
Ssiderea96472_c0_seq1	Ssiderea96472
Ssiderea96536_c0_seq1	Ssiderea96536
Ssiderea96565_c0_seq1	Ssiderea96565
Ssiderea96673_c0_seq1	Ssiderea96673
Ssiderea96796_c0_seq1	Ssiderea96796
Ssiderea96821_c0_seq1	Ssiderea96821
Ssiderea96841_c0_seq1	Ssiderea96841
Ssiderea96980_c0_seq1	Ssiderea96980
Ssiderea97107_c0_seq1	Ssiderea97107
Ssiderea97162_c0_seq1	Ssiderea97162
Ssiderea97256_c0_seq1	Ssiderea97256
Ssiderea97300_c0_seq1	Ssiderea97300
Ssiderea97369_c0_seq1	Ssiderea97369
Ssiderea97402_c0_seq1	Ssiderea97402
Ssiderea97436_c0_seq1	Ssiderea97436
Ssiderea97515_c0_seq1	Ssiderea97515
Ssiderea97598_c0_seq1	Ssiderea97598
Ssiderea97803_c0_seq1	Ssiderea97803
Ssiderea98387_c0_seq1	Ssiderea98387
Ssiderea98472_c0_seq1	Ssiderea98472
Ssiderea99063_c0_seq2	Ssiderea99063
Ssiderea99150_c0_seq1	Ssiderea99150
Ssiderea99240_c0_seq1	Ssiderea99240
Ssiderea99380_c0_seq1	Ssiderea99380
Ssiderea99470_c0_seq1	Ssiderea99470
Ssiderea99470_c0_seq2	Ssiderea99470
Ssiderea99497_c0_seq1	Ssiderea99497
Ssiderea99501_c0_seq1	Ssiderea99501
Ssiderea99501_c0_seq2	Ssiderea99501
Ssiderea99511_c0_seq1	Ssiderea99511
Ssiderea99640_c0_seq1	Ssiderea99640
Ssiderea99715_c0_seq1	Ssiderea99715
Ssiderea99726_c0_seq1	Ssiderea99726
Ssiderea99799_c0_seq1	Ssiderea99799
Ssiderea99808_c0_seq1	Ssiderea99808
Ssiderea99889_c0_seq2	Ssiderea99889
Ssiderea99923_c0_seq1	Ssiderea99923
Ssiderea99966_c0_seq1	Ssiderea99966
Ssiderea99966_c0_seq2	Ssiderea99966
Ssiderea99996_c0_seq2	Ssiderea99996
Ssiderea100022_c0_seq1	Ssiderea100022
Ssiderea100108_c0_seq1	Ssiderea100108
Ssiderea100124_c0_seq1	Ssiderea100124
Ssiderea100124_c0_seq2	Ssiderea100124
Ssiderea100150_c0_seq1	Ssiderea100150
Ssiderea100150_c0_seq2	Ssiderea100150
Ssiderea100175_c0_seq1	Ssiderea100175
Ssiderea100175_c0_seq2	Ssiderea100175
Ssiderea100212_c0_seq2	Ssiderea100212
Ssiderea100260_c0_seq2	Ssiderea100260
Ssiderea100363_c0_seq2	Ssiderea100363
Ssiderea100486_c0_seq1	Ssiderea100486
Ssiderea100486_c0_seq2	Ssiderea100486
Ssiderea100532_c0_seq1	Ssiderea100532
Ssiderea100628_c0_seq1	Ssiderea100628
Ssiderea100677_c0_seq1	Ssiderea100677
Ssiderea100959_c0_seq1	Ssiderea100959
Ssiderea101118_c0_seq1	Ssiderea101118
Ssiderea101170_c0_seq1	Ssiderea101170
Ssiderea101213_c0_seq1	Ssiderea101213
Ssiderea101218_c0_seq1	Ssiderea101218
Ssiderea101638_c0_seq1	Ssiderea101638
Ssiderea101699_c0_seq1	Ssiderea101699
Ssiderea101742_c0_seq1	Ssiderea101742
Ssiderea101805_c0_seq1	Ssiderea101805
Ssiderea101805_c0_seq2	Ssiderea101805
Ssiderea101808_c0_seq1	Ssiderea101808
Ssiderea101808_c0_seq2	Ssiderea101808
Ssiderea101990_c0_seq1	Ssiderea101990
Ssiderea101993_c0_seq1	Ssiderea101993
Ssiderea102033_c0_seq1	Ssiderea102033
Ssiderea102243_c0_seq1	Ssiderea102243
Ssiderea102465_c0_seq1	Ssiderea102465
Ssiderea102599_c0_seq1	Ssiderea102599
Ssiderea102599_c0_seq2	Ssiderea102599
Ssiderea102637_c0_seq1	Ssiderea102637
Ssiderea102730_c0_seq1	Ssiderea102730
Ssiderea102730_c0_seq2	Ssiderea102730
Ssiderea102743_c0_seq1	Ssiderea102743
Ssiderea102783_c0_seq1	Ssiderea102783
Ssiderea102783_c0_seq2	Ssiderea102783
Ssiderea102812_c0_seq1	Ssiderea102812
Ssiderea102930_c0_seq1	Ssiderea102930
Ssiderea102932_c0_seq1	Ssiderea102932
Ssiderea102996_c0_seq1	Ssiderea102996
Ssiderea103006_c0_seq1	Ssiderea103006
Ssiderea103090_c0_seq1	Ssiderea103090
Ssiderea103116_c0_seq1	Ssiderea103116
Ssiderea103201_c0_seq1	Ssiderea103201
Ssiderea103201_c0_seq2	Ssiderea103201
Ssiderea103219_c0_seq1	Ssiderea103219
Ssiderea103236_c0_seq2	Ssiderea103236
Ssiderea103244_c0_seq2	Ssiderea103244
Ssiderea103378_c0_seq1	Ssiderea103378
Ssiderea103431_c0_seq1	Ssiderea103431
Ssiderea103627_c0_seq1	Ssiderea103627
Ssiderea103668_c0_seq1	Ssiderea103668
Ssiderea103715_c0_seq1	Ssiderea103715
Ssiderea103735_c0_seq1	Ssiderea103735
Ssiderea103750_c0_seq1	Ssiderea103750
Ssiderea103776_c0_seq3	Ssiderea103776
Ssiderea103797_c0_seq1	Ssiderea103797
Ssiderea103803_c0_seq1	Ssiderea103803
Ssiderea103821_c0_seq1	Ssiderea103821
Ssiderea103864_c0_seq1	Ssiderea103864
Ssiderea103904_c0_seq1	Ssiderea103904
Ssiderea103948_c0_seq1	Ssiderea103948
Ssiderea104008_c0_seq1	Ssiderea104008
Ssiderea104240_c0_seq1	Ssiderea104240
Ssiderea104280_c0_seq2	Ssiderea104280
Ssiderea104329_c0_seq1	Ssiderea104329
Ssiderea104372_c0_seq1	Ssiderea104372
Ssiderea104531_c0_seq1	Ssiderea104531
Ssiderea104568_c0_seq1	Ssiderea104568
Ssiderea104631_c0_seq1	Ssiderea104631
Ssiderea104720_c0_seq1	Ssiderea104720
Ssiderea104918_c0_seq1	Ssiderea104918
Ssiderea104918_c0_seq2	Ssiderea104918
Ssiderea104920_c0_seq1	Ssiderea104920
Ssiderea104938_c0_seq1	Ssiderea104938
Ssiderea104938_c0_seq2	Ssiderea104938
Ssiderea105002_c0_seq1	Ssiderea105002
Ssiderea105002_c0_seq2	Ssiderea105002
Ssiderea105005_c0_seq1	Ssiderea105005
Ssiderea105016_c0_seq2	Ssiderea105016
Ssiderea105166_c0_seq1	Ssiderea105166
Ssiderea105395_c0_seq1	Ssiderea105395
Ssiderea105415_c0_seq1	Ssiderea105415
Ssiderea105458_c0_seq1	Ssiderea105458
Ssiderea105610_c0_seq1	Ssiderea105610
Ssiderea105656_c0_seq1	Ssiderea105656
Ssiderea105702_c0_seq1	Ssiderea105702
Ssiderea105713_c0_seq1	Ssiderea105713
Ssiderea105813_c0_seq1	Ssiderea105813
Ssiderea106024_c0_seq2	Ssiderea106024
Ssiderea106030_c0_seq1	Ssiderea106030
Ssiderea106041_c0_seq1	Ssiderea106041
Ssiderea106071_c0_seq1	Ssiderea106071
Ssiderea106216_c0_seq1	Ssiderea106216
Ssiderea106223_c0_seq1	Ssiderea106223
Ssiderea106390_c0_seq1	Ssiderea106390
Ssiderea106390_c0_seq2	Ssiderea106390
Ssiderea106425_c0_seq1	Ssiderea106425
Ssiderea106474_c0_seq1	Ssiderea106474
Ssiderea106494_c0_seq1	Ssiderea106494
Ssiderea106501_c0_seq1	Ssiderea106501
Ssiderea106527_c0_seq1	Ssiderea106527
Ssiderea106527_c0_seq2	Ssiderea106527
Ssiderea106600_c0_seq1	Ssiderea106600
Ssiderea106706_c0_seq1	Ssiderea106706
Ssiderea106873_c0_seq1	Ssiderea106873
Ssiderea106991_c0_seq1	Ssiderea106991
Ssiderea107004_c0_seq1	Ssiderea107004
Ssiderea107004_c0_seq2	Ssiderea107004
Ssiderea107171_c0_seq1	Ssiderea107171
Ssiderea107673_c0_seq1	Ssiderea107673
Ssiderea107709_c0_seq1	Ssiderea107709
Ssiderea107836_c0_seq1	Ssiderea107836
Ssiderea107961_c0_seq1	Ssiderea107961
Ssiderea107969_c0_seq2	Ssiderea107969
Ssiderea108029_c0_seq1	Ssiderea108029
Ssiderea108048_c0_seq1	Ssiderea108048
Ssiderea108136_c0_seq1	Ssiderea108136
Ssiderea108155_c0_seq1	Ssiderea108155
Ssiderea108276_c0_seq1	Ssiderea108276
Ssiderea108276_c0_seq2	Ssiderea108276
Ssiderea108291_c0_seq1	Ssiderea108291
Ssiderea108291_c0_seq2	Ssiderea108291
Ssiderea108317_c0_seq1	Ssiderea108317
Ssiderea108320_c0_seq1	Ssiderea108320
Ssiderea108333_c0_seq1	Ssiderea108333
Ssiderea108367_c0_seq1	Ssiderea108367
Ssiderea108468_c0_seq1	Ssiderea108468
Ssiderea109125_c0_seq1	Ssiderea109125
Ssiderea109125_c0_seq2	Ssiderea109125
Ssiderea109187_c0_seq1	Ssiderea109187
Ssiderea109251_c0_seq1	Ssiderea109251
Ssiderea109340_c0_seq1	Ssiderea109340
Ssiderea109461_c0_seq1	Ssiderea109461
Ssiderea109461_c0_seq2	Ssiderea109461
Ssiderea109461_c0_seq3	Ssiderea109461
Ssiderea109461_c0_seq4	Ssiderea109461
Ssiderea109557_c0_seq1	Ssiderea109557
